Product,Type,Release Date,Transistors (million)
NVIDIA Quadro FX Go540,GPU,2004-08-09,146
NVIDIA GeForce GT 130 OEM,GPU,2009-03-10,505
ATI Radeon 7000 Mac Edition,GPU,2004-03-14,30
AMD Radeon R9 M385X,GPU,2015-05-05,2080
NVIDIA GeForce GTX 560 Ti 448,GPU,2011-11-29,3000
AMD Radeon R7 M265DX,GPU,2014-06-11,1550
NVIDIA GeForce GT 640M Mac Edition,GPU,2013-02-03,1270
NVIDIA GeForce GT 555M,GPU,2011-03-24,1170
NVIDIA NVS 315,GPU,2013-03-10,292
ATI All-In-Wonder X1800 XL,GPU,2005-10-27,321
ATI Radeon X1300 PRO,GPU,2006-11-01,107
ATI FireGL V7100,GPU,2004-12-01,160
ATI Radeon HD 4850,GPU,2008-06-25,956
NVIDIA GeForce GTX 960M,GPU,2015-03-13,1870
AMD Radeon R5 M240 Rebrand,GPU,2014-01-10,950
AMD FirePro W4190M,GPU,2015-11-12,950
ATI FirePro V7750,GPU,2009-03-27,514
ATI Mobility Radeon HD 4670 Mac Edition,GPU,2009-09-16,514
ATI Mobility Radeon 9100 PRO IGP,GPU,2003-06-23,76
ATI Radeon 9200 LE,GPU,2003-05-01,36
NVIDIA GeForce 7800 GT Dual,GPU,2005-08-11,302
ATI FirePro M5800,GPU,2010-03-01,627
ATI Radeon X1800 XL,GPU,2005-10-01,321
AMD Radeon R9 M360,GPU,2015-05-05,1500
NVIDIA GeForce 7600 GS AGP,GPU,2006-07-01,278
AMD Radeon HD 6670,GPU,2011-04-19,716
NVIDIA GeForce GTX 1070 Max-Q,GPU,2017-06-27,7200
NVIDIA GeForce GTS 250,GPU,2009-03-04,754
Intel GMA X4500M,GPU,2008-10-01,
NVIDIA GeForce GTX 650 Ti OEM,GPU,2013-03-31,2540
AMD Radeon HD 6410D IGP,GPU,2011-06-20,1178
AMD Radeon R5 M465,GPU,2016-01-01,1550
AMD Radeon HD 7750M,GPU,2012-04-24,1500
3dfx Voodoo5 5000 AGP,GPU,NaT,14
AMD Radeon E6460,GPU,2011-04-07,370
NVIDIA NVS 1000,GPU,NaT,1270
ATI Radeon 9250 PCI,GPU,2004-03-01,36
AMD Radeon HD 6550M,GPU,2010-11-26,627
NVIDIA GeForce FX 5700 VE,GPU,2004-09-01,82
NVIDIA Quadro FX 550M,GPU,2006-03-13,177
NVIDIA Quadro T2000 Max-Q,GPU,2019-05-27,4700
NVIDIA GeForce GTX 860M,GPU,2014-01-13,1870
AMD Radeon RX Vega 64 Limited Edition,GPU,2017-08-07,12500
Matrox Parhelia 256 MB,GPU,2002-06-25,80
NVIDIA GeForce G210 OEM,GPU,2009-05-26,314
NVIDIA GeForce 7900 GX2,GPU,2006-04-30,278
NVIDIA GeForce 6600 LE,GPU,2005-01-01,146
ATI Mobility Radeon X2300,GPU,2007-03-01,107
ATI Radeon 7200,GPU,2000-04-01,30
ATI FireGL 9700 X1-256,GPU,2002-07-01,110
ATI Radeon HD 5830,GPU,2010-02-25,2154
Matrox QID LP PCI,GPU,2004-12-17,
NVIDIA GeForce GTS 450 Rev. 2,GPU,2011-03-15,1170
ATI Radeon X850 XT Platinum AGP,GPU,2005-02-28,160
ATI Mobility FireGL 9000,GPU,2002-01-01,36
ATI Mobility Radeon HD 3850 X2,GPU,2008-06-04,666
AMD Radeon HD 7720 OEM,GPU,2013-03-15,1700
AMD Radeon R9 M290X,GPU,2014-01-09,2800
ATI Mobility Radeon 9700,GPU,2004-06-01,76
AMD Radeon 630 Mobile,GPU,2019-05-13,2200
ATI Radeon Xpress 1250 Mobile IGP,GPU,2007-02-28,120
NVIDIA GRID M60-4A,GPU,2015-08-30,5200
ATI Radeon HD 4250 IGP,GPU,2010-03-01,181
NVIDIA Quadro K200M,GPU,2014-08-22,1270
NVIDIA GeForce3 Ti500,GPU,2001-10-01,57
ATI Radeon X300 SE,GPU,2004-09-01,107
NVIDIA GeForce GT 320 OEM,GPU,2010-02-02,727
ATI Radeon 9500 PRO,GPU,2002-10-01,110
Intel Iris Pro Graphics P555,GPU,2015-09-01,
NVIDIA GRID K340,GPU,2013-07-23,1270
XGI Volari Duo V8 Ultra,GPU,2003-09-15,110
AMD FirePro W600,GPU,2012-06-13,1500
AMD Radeon HD 6970 X2,GPU,NaT,2640
NVIDIA GeForce Go 7450,GPU,2006-02-01,112
Intel HD Graphics 405,GPU,2015-04-01,
AMD Radeon R7 A260,GPU,2014-01-01,1550
AMD Radeon RX 5700M,GPU,2020-01-01,10300
NVIDIA P104-100,GPU,2017-12-12,7200
NVIDIA GeForce GT 610 OEM,GPU,2016-04-02,585
AMD Radeon HD 6870 X2,GPU,2011-07-08,1700
ATI Radeon HD 4890,GPU,2009-04-02,959
3dfx Voodoo5 5500 AGP,GPU,2000-06-22,14
AMD Radeon Vega 8 Mobile,GPU,2019-04-08,4940
NVIDIA Quadro 5000,GPU,2011-02-23,3100
NVIDIA Tesla P100 SXM2,GPU,2016-04-05,15300
ATI Radeon X1550,GPU,2007-01-01,107
NVIDIA GeForce GT 420M,GPU,2010-09-03,585
AMD FirePro S9010,GPU,2012-08-24,4313
ATI Radeon X1650 PRO AGP,GPU,2006-10-15,330
NVIDIA GeForce FX 5700,GPU,2003-10-23,82
ATI Mobility FireGL 7800,GPU,2001-09-29,60
Intel UHD Graphics P630,GPU,2018-05-24,
ATI All-In-Wonder 9600,GPU,2003-12-03,60
NVIDIA Quadro 6000 SDI,GPU,2011-07-25,3100
NVIDIA GeForce 940M,GPU,2015-03-13,1870
NVIDIA GeForce GT 640 OEM Rebrand,GPU,2012-04-24,1170
NVIDIA NVS 4200M,GPU,2011-02-22,292
AMD Radeon HD 6350A,GPU,2011-04-07,292
AMD Radeon R7 350X OEM,GPU,2015-05-05,950
ATI Radeon Xpress 1100 IGP,GPU,2007-10-17,
NVIDIA GeForce RTX 3060 Mobile,GPU,2021-01-12,13250
AMD Radeon HD 8650G IGP,GPU,2013-05-23,1303
NVIDIA GeForce GT 730A,GPU,2014-07-01,1020
NVIDIA GeForce 830M,GPU,2014-03-12,
NVIDIA Quadro M2200 Mobile,GPU,2017-01-11,2940
ATI Radeon Xpress 200 IGP,GPU,2004-11-08,107
ATI Radeon X300,GPU,2004-09-01,107
NVIDIA GeForce2 GTS,GPU,2000-04-26,25
NVIDIA GeForce 820M,GPU,2013-11-27,585
AMD Radeon R5 Mobile Graphics,GPU,2016-06-01,1200
ATI Radeon X700 SE,GPU,2005-04-01,120
NVIDIA GeForce 7800 GS+ AGP,GPU,2006-09-28,278
AMD Radeon HD 6550D IGP,GPU,2011-06-20,1178
AMD Radeon R9 390X,GPU,2015-06-18,6200
NVIDIA GeForce 8600M GT,GPU,2007-12-31,289
NVIDIA GeForce RTX 2070 Max-Q Refresh,GPU,2020-03-04,10800
NVIDIA GeForce 9800 GX2,GPU,2008-03-18,754
Intel GMA 3150,GPU,2007-05-09,123
NVIDIA GeForce GTX 460 SE v2,GPU,2010-11-15,1950
NVIDIA GeForce2 MX DH Pro TV PCI,GPU,2000-06-28,20
ATI Mobility Radeon HD 5730,GPU,2010-01-07,627
NVIDIA Quadro NVS 295,GPU,2009-05-07,210
NVIDIA GeForce Go 6600,GPU,2005-09-29,146
NVIDIA GeForce 9400,GPU,2007-04-17,314
Intel HD Graphics 630,GPU,2016-08-30,
AMD Radeon HD 7520G IGP,GPU,2012-06-06,1303
NVIDIA GeForce4 Ti 4600,GPU,2002-02-06,63
NVIDIA Tesla M2075,GPU,2011-07-25,3000
NVIDIA Playstation 3 GPU 65nm,GPU,NaT,300
AMD Radeon Vega 8 Mobile,GPU,2019-01-08,4940
NVIDIA Quadro K1000M,GPU,2012-06-01,1270
NVIDIA Quadro M6000,GPU,2015-03-21,8000
NVIDIA Quadro T500 Mobile,GPU,2020-12-02,4700
ATI Radeon X1950 XT,GPU,2006-10-17,384
NVIDIA GeForce4 MX 440-SE,GPU,2002-02-06,29
ATI Radeon X800 XT AGP,GPU,2004-03-01,160
NVIDIA GeForce GTX 480 Core 512,GPU,NaT,3100
NVIDIA GeForce 920A,GPU,2015-03-13,1020
ATI Radeon 8500 XT,GPU,NaT,60
NVIDIA GeForce Go 7800 GTX,GPU,2005-09-29,302
AMD Radeon Pro W5700,GPU,2019-11-19,10300
AMD Radeon HD 6770M Mac Edition,GPU,2011-01-28,716
NVIDIA GeForce GTX 775M Mac Edition,GPU,2013-11-08,3540
NVIDIA GeForce 9200M GS,GPU,2008-06-03,210
AMD Radeon HD 6370D IGP,GPU,2011-11-01,1178
NVIDIA GeForce FX Go5200,GPU,2003-03-01,45
NVIDIA Tesla V100 PCIe 16 GB,GPU,2017-06-21,21100
AMD Radeon R7 250,GPU,2013-10-08,950
NVIDIA GeForce GT 740 OEM,GPU,2015-04-14,2540
ATI FireGL V5000,GPU,2004-09-01,120
NVIDIA Quadro4 100 NVS PCI,GPU,2003-12-22,29
AMD FirePro 2270 PCIe x1,GPU,2011-01-31,292
ATI Radeon HD 4710,GPU,2008-09-10,514
NVIDIA GeForce 210 PCI,GPU,2009-10-12,486
AMD Radeon HD 6850M,GPU,2011-01-04,1040
AMD Radeon HD 8550 OEM,GPU,2013-10-25,716
AMD Radeon HD 6490M,GPU,2011-01-04,370
AMD Radeon R5 Mobile Graphics,GPU,2015-11-07,1200
AMD FirePro W5000,GPU,2012-08-07,2800
NVIDIA Vanta LT,GPU,2000-03-01,15
AMD Radeon E9175 PCIe,GPU,2017-10-03,2200
NVIDIA Quadro K2000,GPU,2013-03-01,1270
Intel HD Graphics,GPU,2015-01-05,
XGI Volari V8 Ultra,GPU,2003-09-15,110
ATI FirePro V8700 Duo,GPU,NaT,956
AMD Radeon Pro WX 4100,GPU,2016-11-10,3000
ATI Radeon X800 GTO AGP,GPU,2005-10-01,160
ATI Radeon 9600 SE,GPU,2003-10-01,60
AMD Radeon R9 290X2,GPU,2014-06-24,6200
NVIDIA Quadro FX 3000,GPU,2003-07-22,135
NVIDIA Quadro FX 560,GPU,2006-04-20,177
ATI Radeon Xpress 200M IGP,GPU,2005-01-01,
NVIDIA Quadro FX 370,GPU,2007-09-12,289
NVIDIA Playstation 3 GPU 40nm,GPU,2012-10-04,302
NVIDIA GeForce MX230,GPU,2019-02-21,1800
NVIDIA GeForce GT 435M,GPU,2011-01-15,1170
Intel UHD Graphics 605,GPU,2017-12-11,
NVIDIA GeForce 6200 LE AGP 512 MB,GPU,2004-10-11,75
NVIDIA NVS 5100M,GPU,2010-01-07,486
ATI Radeon HD 3550,GPU,2008-08-04,181
AMD Radeon HD 7870 GHz Edition,GPU,2012-03-05,2800
NVIDIA Quadro FX 1100,GPU,2004-04-01,82
XGI Volari 8300,GPU,2005-11-01,90
AMD Playstation 5 GPU,GPU,2020-11-12,
AMD Radeon R7 M460,GPU,2016-05-15,1550
NVIDIA GRID RTX T10-4,GPU,NaT,18600
AMD Radeon HD 8210 IGP,GPU,2014-01-31,1178
NVIDIA GeForce GT 440,GPU,2011-02-01,585
AMD FirePro W8000,GPU,2012-06-14,4313
Intel HD Graphics 505,GPU,2016-09-01,
NVIDIA GeForce GTX 1650 TU116,GPU,2020-07-07,6600
AMD Radeon HD 8670M,GPU,2013-03-01,690
ATI Radeon 2100 IGP,GPU,2008-03-04,120
Intel HD Graphics P5700,GPU,2014-09-05,
NVIDIA Tesla PG503-216,GPU,2019-11-26,21100
NVIDIA GeForce 9400,GPU,2007-04-17,314
ATI Radeon X1050,GPU,2006-12-07,107
AMD Radeon HD 8590M,GPU,2013-03-01,690
AMD Radeon Vega 3 Embedded,GPU,2018-02-13,4940
ATI Radeon HD 4650,GPU,2008-09-10,514
AMD Radeon RX 455 OEM,GPU,2016-06-30,2080
NVIDIA GeForce GT 435M,GPU,2010-09-03,585
NVIDIA Quadro M6000 24 GB,GPU,2016-03-05,8000
AMD Radeon HD 7870M,GPU,2012-04-24,1500
NVIDIA GeForce G210M,GPU,2009-06-15,260
Intel GMA 950,GPU,2005-05-01,
AMD Radeon R9 M470X,GPU,2016-05-15,2080
NVIDIA GeForce GTX 770,GPU,2013-05-30,3540
ATI Radeon X1800 GTO,GPU,2006-03-01,321
NVIDIA Quadro RTX 5000 Mobile Refresh,GPU,2020-06-08,13600
AMD Radeon Pro 575,GPU,2017-06-05,5700
ATI Mobility Radeon 9000 IGP,GPU,2003-05-01,76
Intel GMA 3100,GPU,2007-05-09,
NVIDIA Quadro FX 360M,GPU,2007-05-09,210
NVIDIA GeForce RTX 3080,GPU,2020-09-01,28300
AMD Radeon HD 7430M,GPU,2012-01-07,370
AMD Radeon Pro WX 8100,GPU,2017-12-03,12500
NVIDIA GeForce GTX 1660,GPU,2019-03-14,6600
AMD Radeon Pro 5300M,GPU,2019-11-13,6400
AMD FirePro S7150 x2,GPU,2016-02-01,5000
NVIDIA Quadro FX 1600M,GPU,2007-06-01,289
AMD Radeon Pro 560X,GPU,2018-07-16,3000
NVIDIA Quadro Plex 1000 Model II,GPU,2008-07-25,302
Intel i815 Graphics,GPU,2000-01-01,
AMD Radeon R9 390 X2,GPU,2015-09-03,6200
NVIDIA GeForce 9400 GT PCI,GPU,2008-08-27,314
AMD Radeon HD 7950 Boost,GPU,2012-06-22,4313
NVIDIA GeForce GTX 760 Ti OEM Rebrand,GPU,2013-08-25,3540
ATI FireGL V3300,GPU,2005-10-01,107
NVIDIA GeForce GT 630 OEM,GPU,2012-04-24,1270
NVIDIA GeForce GTX 590,GPU,2011-03-24,3000
AMD Radeon R7 M360,GPU,2015-05-05,1550
NVIDIA Quadro M620 Mobile,GPU,2017-01-11,1870
NVIDIA GeForce GTX 660 OEM,GPU,2012-08-22,3540
ATI Radeon HD 5730,GPU,2011-02-26,627
ATI FireGL V3200,GPU,2004-09-01,75
AMD Radeon RX 5500M,GPU,2019-10-07,6400
NVIDIA GeForce 9600M GT,GPU,2008-06-04,314
NVIDIA GeForce 610,GPU,2011-12-01,292
AMD Radeon Pro Vega 56,GPU,2017-08-14,12500
NVIDIA Quadro K5000 Mac Edition,GPU,2012-08-07,3540
ATI Radeon X1050 AGP,GPU,2006-12-07,60
ATI Radeon HD 4870 Mac Edition,GPU,2009-01-06,956
AMD FirePro V3900,GPU,2012-02-07,716
NVIDIA GeForce GT 625 OEM,GPU,2013-02-18,292
AMD Radeon RX 5700 XT 50th Anniversary,GPU,2019-07-07,10300
NVIDIA Quadro P600 Mobile,GPU,2017-02-07,3300
ATI Mobility Radeon HD 560v,GPU,2010-05-05,514
NVIDIA GeForce FX 5900 XT,GPU,2003-05-12,135
AMD FirePro W4150M,GPU,NaT,950
NVIDIA Quadro NVS 120M,GPU,2006-06-01,112
NVIDIA GeForce 6200 X2 PCI,GPU,2008-01-16,75
NVIDIA A30 PCIe,GPU,2021-04-12,54200
ATI Radeon 9600 XT,GPU,2003-10-01,60
ATI Radeon HD 4720,GPU,2011-12-11,514
NVIDIA GeForce 9300 GE,GPU,2008-06-01,210
NVIDIA GeForce GTX 460M,GPU,2010-09-03,1170
ATI FirePro V7760,GPU,2012-01-01,956
NVIDIA GRID K180Q,GPU,2013-06-28,1270
Intel HD Graphics 5600,GPU,2014-09-05,
NVIDIA GeForce4 Ti 4400,GPU,2002-02-06,63
NVIDIA Quadro FX 770M,GPU,2008-08-14,314
ATI Radeon 7000 PCI,GPU,2001-02-19,30
AMD Radeon R5 M240,GPU,2014-09-18,690
NVIDIA GeForce GT 220M,GPU,2009-06-15,314
NVIDIA GeForce GT 710M,GPU,2013-01-09,585
ATI FireMV 2250,GPU,2007-01-01,107
NVIDIA GeForce GT 635 OEM,GPU,2013-10-01,1020
Intel GMA 900,GPU,2004-06-01,
Intel HD Graphics 530,GPU,2015-09-01,
NVIDIA GeForce GTX 950,GPU,2015-08-20,2940
NVIDIA GeForce GTX 1660 Ti,GPU,2019-02-22,6600
NVIDIA GeForce GTX 965M,GPU,2016-01-01,2940
NVIDIA Quadro RTX 5000 Max-Q,GPU,2019-05-27,13600
AMD Radeon HD 8570D IGP,GPU,2013-07-10,1303
ATI Radeon LE,GPU,2001-05-01,30
AMD Radeon Vega 9 Mobile,GPU,2019-10-22,4940
NVIDIA GeForce 9500 GT Mac Edition,GPU,2010-05-19,314
NVIDIA GeForce GTX 750,GPU,2014-02-18,1870
AMD Radeon Pro 455,GPU,2016-10-30,3000
AMD Radeon R7 M340,GPU,2015-12-06,950
ATI Radeon X700 XT,GPU,2004-09-01,120
ATI Radeon HD 4870,GPU,2008-06-25,956
NVIDIA GeForce GT 630,GPU,2012-05-15,585
AMD Radeon HD 7730,GPU,2013-05-01,1500
NVIDIA Quadro FX 1500,GPU,2006-04-20,278
ATI Radeon HD 5750,GPU,2009-10-13,1040
NVIDIA GeForce GT 630M,GPU,2012-03-22,585
AMD Radeon HD 7550M,GPU,2012-01-07,716
AMD Radeon E9390 PCIe,GPU,2019-10-15,5700
NVIDIA GeForce 505 OEM,GPU,2013-02-17,486
NVIDIA GeForce GT 445M,GPU,2010-09-03,1170
ATI Mobility Radeon HD 4270 IGP,GPU,2010-05-01,181
ATI Radeon HD 4570,GPU,2008-11-25,242
AMD Radeon RX 550 640SP,GPU,2017-10-13,3000
NVIDIA GeForce GTX 1650 SUPER,GPU,2019-11-22,6600
AMD Radeon 530 Mobile,GPU,2017-04-18,1550
AMD Radeon R5 M320,GPU,2015-05-05,690
AMD Radeon R5 A240,GPU,2014-01-01,950
NVIDIA GeForce GTX 1060 8 GB GDDR5X,GPU,NaT,7200
ATI Radeon X800 GT,GPU,2005-11-01,160
AMD Radeon Pro 560,GPU,2017-04-18,3000
NVIDIA Quadro 410,GPU,2012-08-07,1270
AMD Radeon HD 8210E,GPU,2013-04-23,1178
NVIDIA GeForce GTX 1650 Mobile,GPU,2020-04-15,4700
ATI Radeon Xpress 1100 Mobile IGP,GPU,2005-01-01,
NVIDIA Quadro K4000,GPU,2013-03-01,2540
AMD Radeon RX 580X,GPU,2018-04-11,5700
NVIDIA GeForce 940M,GPU,2015-03-13,
NVIDIA Quadro K620,GPU,2014-07-22,1870
NVIDIA Quadro FX 3450,GPU,2005-07-28,222
AMD Radeon R7 M370,GPU,2015-05-05,690
AMD Radeon RX 560X,GPU,2018-04-11,3000
NVIDIA GeForce 8400 GS PCI Rev. 2,GPU,2007-04-17,260
AMD Radeon Pro 570,GPU,2017-06-05,5700
NVIDIA GeForce 7050 + nForce 630a,GPU,2006-02-01,112
ATI Radeon X850 PRO AGP,GPU,2005-09-04,160
ATI Radeon HD 2400,GPU,2008-02-19,180
NVIDIA Quadro FX 330,GPU,2004-06-28,45
ATI Radeon 9200 SE,GPU,2003-03-01,36
NVIDIA GeForce GTX 780 Ti 6 GB,GPU,NaT,7080
AMD FirePro M6000,GPU,2012-07-01,1500
AMD Radeon RX Vega 11 Mobile,GPU,2018-05-10,4940
NVIDIA Quadro FX 2000,GPU,2003-01-21,125
AMD Radeon Sky 700,GPU,2013-03-27,4313
NVIDIA Quadro FX 1700,GPU,2007-09-12,289
AMD Radeon 625 Mobile,GPU,2019-05-13,1550
NVIDIA GeForce 8400M G,GPU,2007-05-09,210
NVIDIA GeForce GT 640 Rev. 2,GPU,2013-05-29,1020
NVIDIA GRID K540Q,GPU,2014-07-02,3540
NVIDIA GeForce GT 710,GPU,2014-03-27,1020
NVIDIA GeForce 9400 GT Rev. 2,GPU,2008-08-27,314
AMD Radeon HD 8570M,GPU,2013-03-01,690
AMD Radeon R9 270X,GPU,2013-10-08,2800
NVIDIA GeForce 6800 Ultra,GPU,2004-04-14,222
AMD Radeon R5 340X OEM,GPU,2015-05-05,950
NVIDIA GeForce 9500 GT,GPU,2008-07-29,314
AMD Radeon RX 560DX,GPU,2018-04-11,3000
AMD Radeon R7 260X,GPU,2013-10-08,2080
ATI Radeon X1700 SE,GPU,2007-11-30,330
AMD Radeon HD 6370M,GPU,2010-11-26,292
AMD Radeon HD 8770 OEM,GPU,2013-09-02,2080
NVIDIA GeForce 7150M + nForce 630M,GPU,2007-11-16,112
NVIDIA Quadro RTX 4000 Mobile,GPU,2019-05-27,13600
ATI Mobility Radeon X1300,GPU,2006-01-19,107
ATI Radeon 9200 PCI,GPU,2003-05-01,36
ATI Mobility Radeon HD 3650,GPU,2008-01-07,378
NVIDIA Jetson TX2 GPU,GPU,2016-01-01,
Intel HD Graphics 500,GPU,2015-09-01,
NVIDIA GeForce GT 240M,GPU,2009-06-15,486
ATI Radeon 9200,GPU,2003-05-01,36
XGI Volari V5,GPU,2003-09-15,90
NVIDIA GeForce GTX 1080 Mobile,GPU,2016-08-15,7200
ATI Mobility Radeon HD 4200 IGP,GPU,2009-09-10,181
AMD Radeon Vega 10 Mobile,GPU,2019-01-06,4940
AMD Radeon R5 M430,GPU,2016-05-15,690
NVIDIA GeForce 6800 XE,GPU,2005-09-30,222
NVIDIA GeForce GT 635M,GPU,2012-03-22,585
ATI Radeon HD 5570,GPU,2011-10-11,716
NVIDIA GeForce RTX 3060 Ti,GPU,2020-12-01,17400
NVIDIA GeForce GT 730,GPU,2014-06-18,585
ATI Radeon E4690 MXM,GPU,2009-06-01,514
AMD Radeon R7 A360,GPU,2015-05-05,1550
ATI Radeon HD 5850,GPU,2009-09-30,2154
NVIDIA GeForce GTX 465,GPU,2010-05-31,3100
AMD Radeon HD 6390,GPU,2011-07-04,627
AMD FirePro S7150,GPU,2016-02-01,5000
NVIDIA GeForce 9600 GTX,GPU,2009-05-27,754
NVIDIA Tesla PG500-216,GPU,2019-11-26,21100
NVIDIA Quadro NVS 50 PCI,GPU,2005-05-31,29
ATI Radeon X1950 XTX,GPU,2006-10-17,384
Intel Iris Graphics 5100,GPU,2013-05-27,1300
NVIDIA GeForce GTX 460 v2 ES,GPU,2011-09-24,1950
NVIDIA GeForce 8600 GT Mac Edition,GPU,2007-04-17,289
NVIDIA Tegra 4 GPU,GPU,2013-08-01,11
AMD Radeon R9 295X2,GPU,2014-04-29,6200
NVIDIA GeForce GTX 750 Ti OEM,GPU,NaT,2540
NVIDIA Quadro4 700 XGL,GPU,2002-02-19,63
AMD Radeon Vega 11,GPU,2019-09-30,4940
AMD Radeon HD 7330M,GPU,2012-01-07,292
NVIDIA GeForce GTX 490,GPU,NaT,3100
ATI Radeon HD 5470,GPU,2012-02-13,292
AMD Radeon HD 8650D IGP,GPU,2013-12-28,1303
ATI Mobility Radeon HD 4850 Mac Edition,GPU,2009-08-28,956
Intel UHD Graphics 630,GPU,2020-04-30,
AMD Radeon R7 265X OEM,GPU,2014-08-12,2800
AMD Radeon R5 M335,GPU,2015-10-21,690
NVIDIA GeForce 9500 GS,GPU,2008-07-29,314
NVIDIA GeForce 7900 GS AGP,GPU,2006-04-02,278
NVIDIA GeForce 8600 GS,GPU,2007-04-17,289
AMD Radeon HD 6990M Rebrand,GPU,2011-07-12,1040
NVIDIA GeForce GTS 250M,GPU,2009-06-15,727
AMD Radeon R5 235 OEM,GPU,2013-12-21,370
ATI All-In-Wonder 9600 XT,GPU,2004-02-06,60
Intel HD Graphics 630,GPU,2016-08-30,
AMD Radeon HD 8400E,GPU,2013-04-23,1178
NVIDIA Quadro NVS 290,GPU,2007-10-04,210
Intel UHD Graphics 610,GPU,2020-04-30,
NVIDIA GeForce GTX 275,GPU,2009-01-15,1400
NVIDIA GeForce GT 710,GPU,2014-03-27,1020
NVIDIA Quadro FX 3600M,GPU,2008-02-23,754
Matrox Parhelia APVe,GPU,2006-06-14,80
AMD Radeon R7 M340,GPU,2015-05-05,1550
NVIDIA GeForce 9600 GT,GPU,2008-02-21,505
NVIDIA GeForce GTX 670M,GPU,2012-03-22,1950
ATI Mobility Radeon X200 IGP,GPU,2005-01-01,
NVIDIA GeForce2 MX 400 PCI,GPU,2001-03-03,20
NVIDIA Quadro Plex 2100 S4,GPU,2008-07-25,681
ATI Radeon HD 3690,GPU,2008-03-30,666
NVIDIA GeForce4 420 Go,GPU,2002-02-06,29
AMD Radeon HD 6250 IGP,GPU,2010-11-09,450
NVIDIA GeForce GT 635M,GPU,2012-03-22,1170
NVIDIA Quadro FX 550,GPU,2006-04-20,146
ATI FireGL V5600,GPU,2007-06-28,390
ATI Radeon IGP 320,GPU,2002-10-05,30
NVIDIA GeForce 845M,GPU,2015-08-26,
ATI FireGL 9700 X1-128,GPU,2002-07-01,110
ATI Radeon HD 5870,GPU,2009-09-23,2154
NVIDIA GeForce GTX 1070 GDDR5X,GPU,2018-12-04,7200
ATI Radeon X1900 CrossFire Edition,GPU,2006-01-24,384
NVIDIA GeForce4 Ti 4200-8X,GPU,2002-02-06,36
NVIDIA GeForce GTS 450 OEM,GPU,2010-10-11,1170
NVIDIA GeForce RTX 3050 Ti Max-Q,GPU,2021-01-01,
NVIDIA GeForce 940MX,GPU,2016-01-01,
Intel GMA X3000,GPU,2006-06-01,
ATI Radeon X1300 AGP,GPU,2005-12-01,107
NVIDIA GeForce GTX 580M,GPU,2011-06-28,1950
NVIDIA GeForce GTX 1050 Mobile,GPU,2017-01-03,3300
AMD Radeon Pro WX 3100,GPU,2017-06-12,2200
ATI Mobility Radeon,GPU,2001-12-01,30
NVIDIA GeForce GT 720,GPU,2014-03-27,1020
AMD FirePro W6150M,GPU,2015-11-12,2080
ATI FirePro V7800P,GPU,2011-05-16,2154
AMD Radeon R4 Mobile Graphics,GPU,2014-06-11,930
NVIDIA GeForce RTX 3070 Max-Q,GPU,2021-01-12,17400
AMD Radeon RX Vega 10 Mobile,GPU,2017-10-26,4940
NVIDIA Tesla K8,GPU,2014-09-16,3540
NVIDIA GeForce 800M,GPU,2014-03-17,585
NVIDIA GeForce 9100M G mGPU AMD,GPU,2008-07-29,210
AMD Radeon 610 Mobile,GPU,2019-05-23,690
NVIDIA GeForce4 MX 440 Mac Edition,GPU,2002-02-06,29
NVIDIA Quadro FX 570,GPU,2007-09-12,289
3dfx Voodoo5 6000,GPU,NaT,14
NVIDIA GeForce GTX 650,GPU,2013-11-27,2540
AMD FirePro A300,GPU,2012-06-06,1303
NVIDIA GeForce GTX 1070 Mobile,GPU,2016-08-15,7200
NVIDIA GeForce Go 7950 GTX,GPU,2006-10-12,278
NVIDIA GeForce GT 330 OEM,GPU,2010-02-02,754
ATI FireGL V7700,GPU,2007-11-19,666
AMD Radeon Instinct MI50,GPU,2018-11-18,13230
AMD Radeon RX 540X Mobile,GPU,2018-04-11,2200
AMD Radeon R9 M390 Mac Edition,GPU,2015-05-05,2800
AMD Radeon Vega 3 Mobile,GPU,2018-01-08,4940
AMD Radeon E6760 PCIe,GPU,2011-05-02,716
AMD FirePro RG220A,GPU,2010-05-01,242
NVIDIA GeForce Go 6600 NPB 128M,GPU,2005-09-29,146
AMD Radeon R7 M265,GPU,2014-01-09,950
NVIDIA GeForce G105M,GPU,2009-01-08,210
NVIDIA Quadro K3100M,GPU,2013-07-23,3540
NVIDIA GeForce GTS 240 OEM,GPU,2009-07-01,754
NVIDIA Tesla V100 SXM2 16 GB,GPU,2019-11-26,21100
ATI Radeon X1900 GT,GPU,2006-05-01,384
NVIDIA GeForce GT 440 Mac Edition,GPU,2011-02-09,585
NVIDIA Quadro M1200 Mobile,GPU,2017-01-11,1870
AMD Radeon HD 7630M,GPU,2012-01-07,716
NVIDIA GeForce GTX 1050 Max-Q,GPU,2018-01-03,3300
AMD Radeon HD 6520G IGP,GPU,2011-12-07,1178
NVIDIA GeForce GT 610 OEM,GPU,2012-09-09,292
NVIDIA Quadro M2000,GPU,2016-04-08,2940
Intel UHD Graphics P630,GPU,2018-05-24,
AMD Radeon HD 6250,GPU,2011-01-31,292
AMD Radeon RX Vega 64,GPU,2017-08-07,12500
AMD FirePro M5950,GPU,2011-01-04,716
ATI Mobility Radeon X1700,GPU,2006-02-01,157
AMD Radeon RX Vega 11 Embedded,GPU,2018-04-19,4940
